left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
hem,0.9992072,0.99953353,0.9992509,0.9992076,0.9993171,0.9991179,0.99920875,0.99935997,0.99918145,0.9990691,0.9990651,0.9992535,0.99919426,0.99909556,0.998934,0.99922806,0.9992138,0.99936646,0.99910265,0.9990454
heo,0.9988643,0.99936396,0.998783,0.99916714,0.9990683,0.9992533,0.9990075,0.99895746,0.99905294,0.9986192,0.99924827,0.9991293,0.99921715,0.9987036,0.99913085,0.9991263,0.99918735,0.9992005,0.9994747,0.9992596
het,0.998681,0.99623674,0.9989922,0.9987301,0.9990108,0.99865746,0.9986856,0.9987181,0.9988414,0.999174,0.99898195,0.9988463,0.99855876,0.9986551,0.99862874,0.99866384,0.99867475,0.9990922,0.9988272,0.9989922
hez,0.99910855,0.9991818,0.99968565,0.99897295,0.9988997,0.99917614,0.99922454,0.99927914,0.99840295,0.9992786,0.999227,0.99900836,0.9987631,0.9987246,0.9991385,0.9992537,0.99946785,0.99869907,0.9991765,0.99919343
hfc,0.99942356,0.9993826,0.9994023,0.999203,0.9994769,0.9992932,0.9994348,0.9989544,0.9994192,0.99933255,0.99932885,0.9992093,0.9991137,0.99925345,0.99924946,0.9994907,0.99966705,0.99950314,0.99904245,0.9994334
hfm,0.9993949,0.99861574,0.9988869,0.99929833,0.9993868,0.999423,0.996758,0.9995078,0.9993788,0.9990684,0.99937534,0.99933815,0.9993957,0.99937224,0.9993445,0.99908096,0.99911034,0.99926794,0.99917436,0.99935746
hfx,0.99874246,0.9990205,0.9985344,0.99856985,0.9991505,0.99873596,0.9991532,0.99888617,0.99889237,0.9988173,0.9985715,0.99859536,0.9986395,0.99866736,0.9987044,0.9987201,0.9988367,0.99850583,0.99847543,0.99862504
hgd,0.998232,0.9983074,0.9983951,0.9987486,0.998687,0.9983946,0.9984335,0.99847734,0.9986011,0.998482,0.99820584,0.9988094,0.99863636,0.9986917,0.99809843,0.9983469,0.99863845,0.99852335,0.9985713,0.99913394
hgi,0.9987474,0.99943495,0.99897563,0.99857277,0.9989589,0.9991278,0.9993415,0.9990022,0.99876654,0.9982926,0.99919605,0.99927765,0.99888426,0.99911845,0.9990481,0.9991699,0.9987024,0.99928397,0.9980333,0.9987658
hgp,0.99950564,0.99925864,0.9993699,0.9996146,0.99924946,0.99958026,0.9990771,0.9993735,0.99915034,0.9995347,0.9992528,0.9994682,0.9995146,0.9994073,0.99950045,0.99897707,0.999267,0.9991536,0.9992629,0.9991777
hgw,0.99907047,0.9992285,0.9992008,0.999219,0.9993722,0.99913216,0.9992824,0.9990181,0.9991313,0.999298,0.99892163,0.9988918,0.9967843,0.99918747,0.99923265,0.9981717,0.9979304,0.99907565,0.9994717,0.9989823
hgx,0.9992411,0.9989907,0.99931675,0.9987241,0.9990891,0.99911743,0.9990875,0.9988921,0.9986911,0.9992176,0.9988159,0.9991497,0.9988979,0.9991117,0.9991839,0.9992614,0.99828565,0.99908733,0.9993069,0.9992262
hhj,0.9993008,0.9996087,0.99927413,0.99937445,0.99944997,0.9988851,0.99928135,0.9993501,0.9996684,0.9993814,0.9992198,0.9994323,0.99936163,0.99929047,0.9992945,0.999391,0.9994137,0.99889207,0.99913055,0.9993683
hhn,0.99895823,0.99871993,0.99913526,0.99883246,0.99924636,0.9990896,0.99900633,0.9991707,0.9985882,0.9990213,0.99892974,0.9993933,0.9991695,0.99943984,0.99915624,0.9993492,0.9987732,0.9990334,0.99932843,0.9990135
hia,0.99883693,0.998654,0.99870485,0.99942946,0.9989783,0.9992258,0.998912,0.9982493,0.99902666,0.99897885,0.9990356,0.9990735,0.9990288,0.9989117,0.99904966,0.9990841,0.99905056,0.99904203,0.9985434,0.9988078
hih,0.9990508,0.99901456,0.9989137,0.9989385,0.9989811,0.9988982,0.99905705,0.9987737,0.99912405,0.9991862,0.99898535,0.9988828,0.998939,0.9990005,0.9989582,0.9990152,0.9987965,0.9990195,0.99894744,0.9988908
hik,0.9991623,0.99917024,0.9988253,0.99892175,0.9990823,0.99894345,0.9987593,0.999141,0.9990146,0.99917054,0.99921834,0.9992027,0.9993346,0.99860793,0.99908155,0.99919605,0.9987036,0.9992329,0.99927694,0.99919915
hip,0.99922454,0.9993858,0.99931026,0.9993777,0.9991251,0.999302,0.99939686,0.999512,0.99958485,0.9987934,0.9994147,0.99936235,0.99906754,0.9990568,0.9992797,0.9992549,0.99884766,0.99860644,0.9986823,0.9986751
hir,0.99905723,0.9989004,0.9991647,0.9989501,0.999288,0.9991871,0.9992345,0.99924916,0.99943566,0.9992674,0.9990054,0.9992596,0.9994134,0.9991541,0.9988263,0.999177,0.9992054,0.9992549,0.9992075,0.9995994
hji,0.998572,0.9993933,0.9992464,0.9988413,0.9989722,0.99910474,0.9990824,0.9989892,0.9986981,0.9987313,0.99932283,0.99867916,0.998963,0.99913657,0.99907887,0.9987292,0.99846256,0.99887997,0.99918604,0.9989965
hjt,0.9992697,0.99891204,0.9991755,0.9991287,0.99896324,0.9992422,0.9991027,0.9991435,0.9990628,0.9990952,0.99915445,0.9990338,0.999108,0.9992025,0.99873155,0.9990537,0.9990825,0.9988765,0.9989766,0.9991727
hkf,0.9993111,0.9989584,0.999192,0.99934614,0.9992405,0.9992219,0.99942833,0.9987532,0.9992672,0.9993173,0.99928635,0.99902403,0.9988668,0.9993633,0.9991613,0.99912566,0.99944305,0.99940515,0.99954045,0.99921846
hkm,0.99908715,0.9990053,0.99916434,0.9987243,0.998907,0.99885595,0.9991535,0.9990608,0.9990561,0.9987619,0.9990344,0.99882585,0.9991721,0.99781996,0.9990928,0.99921304,0.9990661,0.9991878,0.99878496,0.9991847
hkv,0.9993554,0.99923646,0.99948883,0.99944293,0.99944687,0.9993708,0.9992437,0.99923205,0.99942994,0.99944466,0.9991628,0.9995804,0.9994644,0.99948156,0.9992924,0.99942493,0.9994316,0.9994799,0.99951005,0.99952865
hle,0.9991027,0.9986329,0.99912566,0.99894917,0.99878496,0.999019,0.9991052,0.999174,0.9989805,0.9991038,0.9986914,0.99886453,0.9992237,0.9983779,0.999161,0.99921465,0.99910456,0.99907625,0.9990931,0.9987705
hlf,0.9995036,0.99928796,0.9984666,0.9995549,0.99943125,0.99941814,0.99948096,0.9993487,0.9989674,0.9994601,0.99860835,0.99895525,0.99950105,0.9989575,0.9994457,0.99967986,0.99932957,0.9992502,0.9991951,0.9992877
hmb,0.9992753,0.9995381,0.9993349,0.99941945,0.9987657,0.99885434,0.9996259,0.9992707,0.9991593,0.99931014,0.9991977,0.9990096,0.9993434,0.9995351,0.9993937,0.9995609,0.99920666,0.9991965,0.99910164,0.9991429
hna,0.9992262,0.9988846,0.9992111,0.9993179,0.9987594,0.9993239,0.99837154,0.99930656,0.9994392,0.99947464,0.99898416,0.9994352,0.99830985,0.9993722,0.99949086,0.999551,0.9991657,0.9993653,0.99903756,0.999439
hnf,0.999541,0.99925625,0.99890536,0.9993209,0.99929714,0.99937993,0.99938226,0.99915534,0.99886906,0.99942833,0.9992729,0.9996108,0.9994714,0.999205,0.999385,0.99898183,0.99935645,0.9989816,0.9995074,0.99917823
hny,0.99921536,0.9991346,0.99895966,0.9993446,0.9990523,0.9991526,0.99919176,0.9988364,0.9991126,0.9990374,0.99885833,0.9993192,0.9991629,0.99913186,0.9990777,0.9991919,0.9992899,0.99900794,0.99874246,0.99935603
hoe,0.99919,0.9992037,0.9991782,0.9991001,0.999497,0.9993168,0.9990755,0.99887383,0.99918914,0.9989571,0.9992943,0.9992379,0.99924874,0.9990307,0.9993446,0.99935114,0.9988462,0.9990802,0.9995779,0.99931526
hoh,0.9990541,0.99857366,0.99910796,0.9991466,0.9993728,0.9993762,0.9990872,0.9989254,0.99914885,0.99890816,0.9992631,0.99903023,0.9991925,0.99902016,0.99889743,0.9987608,0.9992385,0.9990804,0.99892175,0.99887013
hok,0.9991729,0.99947,0.99920887,0.99892235,0.99951184,0.9994933,0.99930096,0.99935776,0.99954486,0.99890196,0.99943566,0.9992682,0.99951667,0.99904853,0.999015,0.9994867,0.9994745,0.9994161,0.9989829,0.99932206
hpu,0.9992832,0.99954265,0.999197,0.9990462,0.9993193,0.9990651,0.9991603,0.99927247,0.99938107,0.99949384,0.99950415,0.9994016,0.9993591,0.99916446,0.99909943,0.9983009,0.9994693,0.9994087,0.9984182,0.99910265
hpz,0.99865925,0.9989923,0.999166,0.99928653,0.99921525,0.9992346,0.9992521,0.9990112,0.9993075,0.99931115,0.9987781,0.9991197,0.99936235,0.99937344,0.9989234,0.9995155,0.9993117,0.9991508,0.9992204,0.9990637
hqc,0.9989967,0.99926484,0.9986421,0.9984844,0.9990459,0.9990741,0.99874187,0.9970599,0.9987922,0.99894714,0.9985536,0.999277,0.9989594,0.9987922,0.9986125,0.9989348,0.9989663,0.99884796,0.99856234,0.998751
hql,0.9993316,0.99950683,0.99917436,0.99924654,0.9995396,0.9993171,0.9989904,0.9988794,0.99919057,0.9990963,0.999411,0.9995001,0.9995445,0.99912876,0.998978,0.99946386,0.9994359,0.9994625,0.9993865,0.9990736
hqm,0.9966785,0.99935806,0.99890304,0.9989629,0.9992785,0.99855644,0.9990642,0.99886036,0.99907553,0.9988656,0.9989886,0.99893546,0.9990563,0.9993647,0.9994672,0.9988664,0.9990157,0.9993087,0.9994224,0.9980594
hqp,0.9990877,0.9990352,0.9992765,0.9976626,0.99918365,0.9990389,0.99902606,0.99879587,0.9989281,0.9985595,0.9992816,0.99946976,0.99931115,0.99909943,0.99926656,0.9985677,0.99947643,0.99865574,0.9994445,0.999137
hqv,0.9991161,0.99934536,0.99913526,0.99911666,0.99946004,0.99955904,0.99912184,0.99950475,0.9996017,0.99947286,0.9992896,0.9993485,0.99965143,0.9989685,0.9995665,0.9993703,0.9995512,0.99886155,0.99961543,0.99943566
hrf,0.9994873,0.9992566,0.9994414,0.99925256,0.9991538,0.9994645,0.99952507,0.99925894,0.9990292,0.99939346,0.9988134,0.99908847,0.99910724,0.99892116,0.9991094,0.9990714,0.9990872,0.99891824,0.9992807,0.99933374
hrv,0.9988078,0.9990698,0.99928236,0.99872,0.9988788,0.999096,0.9986111,0.9991948,0.9991733,0.99913573,0.9991995,0.9991213,0.9989382,0.9990655,0.99900025,0.99933326,0.99906904,0.9992635,0.99907994,0.9989015
hsb,0.9993256,0.9990443,0.9990911,0.9992495,0.99863315,0.99896526,0.99909127,0.9992311,0.99880254,0.9990455,0.998754,0.99907696,0.9989358,0.9987419,0.99902827,0.9992128,0.9990059,0.99927056,0.99891376,0.9992516
hst,0.9981563,0.9992347,0.99958944,0.9994421,0.998988,0.99936247,0.9992022,0.99898136,0.9990391,0.99912983,0.9993923,0.9989947,0.99935466,0.99954075,0.99955636,0.9994321,0.9993007,0.9992534,0.99946535,0.99906397
htc,0.9990379,0.99948025,0.9995159,0.9990804,0.99925065,0.99927723,0.9989965,0.99895835,0.9991523,0.99932605,0.99913543,0.9991969,0.9994097,0.99936974,0.99903506,0.99934626,0.9989617,0.9992586,0.9993873,0.99929035
htf,0.99797297,0.99777746,0.99805427,0.99784654,0.9991106,0.99761844,0.9977981,0.99769586,0.99712193,0.9974001,0.9986078,0.9978099,0.9982525,0.99768376,0.9978488,0.9977834,0.9974326,0.99781495,0.9973947,0.9983193
huf,0.99916446,0.9988933,0.99909085,0.9989572,0.9991882,0.99925137,0.99925935,0.99922603,0.9992417,0.99918014,0.9988034,0.99905014,0.9990705,0.9988419,0.9993986,0.99919415,0.9993529,0.9990434,0.99921024,0.9991665
hul,0.99898386,0.9982934,0.9992378,0.9988195,0.99786794,0.9991996,0.999045,0.99912363,0.9993204,0.9975095,0.99766827,0.99908733,0.99904615,0.9992252,0.99868363,0.9991577,0.9993248,0.9981903,0.9990834,0.9983665
hvd,0.99921024,0.99869907,0.998818,0.9993955,0.9993174,0.9988789,0.99886733,0.9992672,0.9988949,0.9990724,0.9994668,0.9991388,0.99922264,0.9992695,0.999032,0.99940187,0.99892515,0.9992891,0.9989537,0.9992759
hwh,0.99933916,0.99910915,0.9993232,0.99883306,0.9986445,0.9993368,0.99913645,0.99925673,0.9992248,0.9988348,0.99902934,0.99917877,0.9992956,0.99904966,0.999149,0.99903846,0.9989617,0.99925697,0.99912953,0.99927914
hwt,0.9993892,0.9994683,0.999272,0.9993044,0.99934345,0.9993008,0.99942094,0.998965,0.9993979,0.99833417,0.9992439,0.9993996,0.99925447,0.9981102,0.99939185,0.99927676,0.99905634,0.9991331,0.9994713,0.99930716
hwz,0.99871194,0.9992031,0.9991317,0.9980162,0.99909806,0.99903035,0.99918807,0.9989533,0.99880874,0.998837,0.99911547,0.99896836,0.999067,0.9991621,0.9989827,0.99909323,0.9988787,0.9987434,0.9995047,0.99862146
hxd,0.9994049,0.99939966,0.9993052,0.9994806,0.99948335,0.99893516,0.9992045,0.99925256,0.99915797,0.99889886,0.9981953,0.9995375,0.9989189,0.99897087,0.99891883,0.9992087,0.9994167,0.999508,0.9992881,0.9992626
hxh,0.99884415,0.99934053,0.9991296,0.9993702,0.99909115,0.9994235,0.99925685,0.998906,0.99869764,0.99933314,0.9992472,0.9992368,0.99915075,0.9990723,0.9992275,0.999081,0.99939597,0.9987586,0.9988748,0.99911183
hyc,0.99904776,0.99931073,0.99897695,0.99887335,0.99887884,0.99828976,0.99915576,0.99879324,0.9992588,0.9988606,0.99875444,0.99893963,0.99910337,0.9990741,0.99929523,0.9993218,0.99931145,0.99884224,0.99920166,0.9990274
hyi,0.9991511,0.9992014,0.99940586,0.99934506,0.9991271,0.99915195,0.9992435,0.999418,0.99944925,0.99886763,0.99922526,0.9990356,0.9992085,0.999316,0.99875903,0.99940735,0.9996324,0.99937433,0.9992062,0.99937344
hzm,0.99937844,0.9995306,0.99928916,0.99922353,0.99911183,0.99909896,0.9993009,0.99948317,0.99947774,0.9991616,0.9994402,0.99926543,0.9994498,0.99928826,0.9991224,0.9991937,0.99933434,0.99902576,0.99909353,0.9993904
hzp,0.9992664,0.9991878,0.99880517,0.999189,0.9991776,0.9994411,0.9993483,0.9987196,0.99942267,0.9991971,0.9993392,0.99921906,0.99939287,0.9988972,0.99927676,0.9992471,0.99876666,0.9990397,0.9990518,0.9993369
iac,0.9990903,0.999304,0.9992793,0.9988336,0.99926376,0.9993137,0.99878603,0.99906725,0.9991298,0.99926984,0.9990442,0.9990886,0.99906385,0.9990925,0.9989753,0.99897593,0.9991713,0.99923325,0.99910426,0.998937
iad,0.99948627,0.99908304,0.99940526,0.99916613,0.99920654,0.9994912,0.9992936,0.99933565,0.99916,0.999555,0.9992537,0.999552,0.99947155,0.9990555,0.99912417,0.99948794,0.9994326,0.9992546,0.99951786,0.9995846
iaq,0.99872977,0.99960303,0.99923843,0.99906015,0.9993762,0.99934566,0.99905527,0.9991369,0.9990011,0.99943244,0.99925065,0.9994435,0.99926573,0.9994379,0.99929607,0.99911463,0.99943507,0.99928534,0.99810654,0.99872315
iav,0.9993018,0.9994767,0.9994514,0.999363,0.9990232,0.9993633,0.9994451,0.99907184,0.99865127,0.9992628,0.999484,0.99942935,0.99753225,0.99934363,0.9992252,0.9990032,0.9989766,0.99904543,0.99915546,0.9992171
ibf,0.99901646,0.99886966,0.9991633,0.9984162,0.9989271,0.99916756,0.99894583,0.9987278,0.9990126,0.99883,0.9981612,0.9991012,0.99909973,0.9988445,0.99908274,0.99916613,0.998899,0.99890804,0.9988394,0.9984932
ibk,0.9992268,0.99937993,0.9991319,0.99883187,0.9993154,0.99909866,0.999305,0.9991678,0.99949396,0.99932957,0.9993299,0.99937344,0.999094,0.9991745,0.9994258,0.9991455,0.9992844,0.99951345,0.999305,0.9991976
ibp,0.999019,0.99898815,0.9991081,0.9986594,0.99915904,0.99882424,0.9987813,0.9990605,0.99916327,0.9988528,0.99890333,0.9989212,0.9989809,0.9989998,0.9988971,0.999055,0.99906677,0.9985514,0.9990907,0.999235
icd,0.999543,0.9991355,0.99926424,0.9995351,0.9987982,0.99894994,0.9992694,0.99900067,0.999194,0.9993919,0.9993042,0.9992787,0.9990505,0.9994396,0.9993051,0.99914485,0.9991975,0.9994381,0.9990538,0.999256
icg,0.998637,0.99829173,0.9989537,0.9986924,0.99853086,0.9982066,0.9986829,0.99893516,0.9986696,0.9986435,0.9987227,0.998762,0.9985781,0.9980684,0.9991964,0.99854517,0.9988893,0.998779,0.9991523,0.99906397
ics,0.9992892,0.99934715,0.9988383,0.9991922,0.99918306,0.9989016,0.99932086,0.9990709,0.9986215,0.9992828,0.9992528,0.99890184,0.9993347,0.99898887,0.9990345,0.9992033,0.99925405,0.9994824,0.99931365,0.9992207
icy,0.9994921,0.9988837,0.9994757,0.9991015,0.9994242,0.9993136,0.99964976,0.9995182,0.9994005,0.9996205,0.99924064,0.99933136,0.9996222,0.9992847,0.99919784,0.9993955,0.9992439,0.9993558,0.9993102,0.9992466
idg,0.99870133,0.998938,0.9988938,0.9992714,0.99895465,0.9989692,0.9989278,0.9990952,0.99892914,0.9986534,0.9987996,0.9989953,0.9990132,0.99900043,0.9989597,0.9988403,0.99885976,0.9990486,0.9989198,0.99912745
ids,0.998685,0.99914426,0.99885213,0.9986865,0.99905765,0.9994598,0.9986352,0.9989365,0.99914426,0.9992659,0.99914086,0.99881554,0.9992573,0.99910307,0.99881494,0.99895155,0.99913585,0.9987221,0.9984943,0.9990791
idx,0.9996036,0.99916065,0.9988556,0.99862564,0.99897593,0.9991891,0.9995243,0.9987545,0.99927354,0.9991883,0.99922276,0.9992757,0.9993628,0.99924934,0.99940467,0.9993992,0.99682903,0.99906623,0.9993733,0.999319
ieg,0.99917406,0.9995121,0.9993068,0.9991894,0.9982884,0.99913085,0.9993708,0.9992018,0.9990517,0.9992944,0.9992308,0.99939066,0.99918365,0.9992708,0.9990735,0.99914896,0.999052,0.99899733,0.9991127,0.9992219
iep,0.9993204,0.9994302,0.99921924,0.999303,0.99937737,0.9990314,0.99913526,0.999158,0.99942905,0.99900764,0.99934906,0.9992843,0.9992455,0.9991773,0.99952126,0.99883235,0.9994093,0.9992573,0.99910355,0.9983995
iez,0.9991561,0.9995525,0.99935293,0.9993058,0.99916005,0.99955916,0.99944955,0.9994746,0.99892753,0.9985765,0.99948746,0.99860114,0.9994478,0.9993248,0.9989938,0.99888253,0.999248,0.99938405,0.9993094,0.9982056
ifb,0.9983809,0.9980494,0.9980819,0.99771035,0.9987943,0.99848795,0.999153,0.9986426,0.99877226,0.9989209,0.99889123,0.9984927,0.9984996,0.99887216,0.99886894,0.9989015,0.9985651,0.99858314,0.99890816,0.99881464
ifj,0.99934024,0.9995614,0.9993495,0.9992448,0.99934846,0.99937797,0.99926335,0.99905396,0.9992494,0.9993948,0.9992207,0.99939483,0.99899083,0.9989325,0.9992025,0.9993297,0.99964696,0.99943465,0.9993958,0.9991417
ifr,0.9987892,0.9982942,0.9988533,0.9991081,0.9990305,0.9990969,0.9989262,0.99895686,0.999086,0.99908316,0.9991964,0.9990418,0.99886215,0.9986586,0.99908996,0.99898386,0.99907124,0.99913055,0.9996551,0.99896455
ifs,0.99911994,0.99912226,0.9991385,0.99904054,0.9995369,0.9992078,0.99913865,0.9991082,0.999133,0.99868137,0.9990329,0.99925727,0.99922067,0.99894404,0.99893796,0.9989996,0.99857867,0.9992044,0.9984803,0.99906003
ifu,0.999236,0.9992621,0.9993286,0.99917436,0.9994644,0.99958396,0.99937797,0.99947274,0.9994987,0.9994912,0.9990647,0.999318,0.99931693,0.9992801,0.99898183,0.9989823,0.9991635,0.99903554,0.9991234,0.9995794
igk,0.99854815,0.99907184,0.9988339,0.9985412,0.9985635,0.9983472,0.9990275,0.9987955,0.99808955,0.9989612,0.9985235,0.99880016,0.99833286,0.99886525,0.99891365,0.99861926,0.99857575,0.99868655,0.9985603,0.99875206
igw,0.9993088,0.9995363,0.99877995,0.9992658,0.99916583,0.9990897,0.9991238,0.9995249,0.99929786,0.999451,0.99923015,0.99919474,0.999437,0.9990134,0.9990839,0.99938834,0.9990349,0.9992715,0.99917704,0.999248
ihf,0.9994283,0.99888116,0.99893254,0.99924004,0.99869,0.99928856,0.9991656,0.99924755,0.9989823,0.9993098,0.99895716,0.9993184,0.9989339,0.99937457,0.99930906,0.99889606,0.99922466,0.9992231,0.9993036,0.9993262
iho,0.9991793,0.9990487,0.99926114,0.9991857,0.99943036,0.99905,0.9991398,0.9988463,0.99909806,0.9989831,0.9993085,0.9988934,0.99911046,0.99886703,0.9992912,0.9993445,0.998881,0.99906117,0.9992595,0.9989805
ihp,0.99907064,0.99946165,0.99899983,0.9988587,0.9991182,0.99934185,0.9990394,0.99946356,0.9992745,0.9988691,0.9995668,0.99936795,0.99907017,0.9993403,0.999027,0.9994087,0.9993284,0.9997088,0.99853987,0.9994396
ihs,0.998989,0.9986361,0.99905086,0.99903077,0.99877596,0.999182,0.9988509,0.99850816,0.998786,0.9992504,0.99897325,0.9993101,0.9983098,0.9990154,0.99900246,0.9988445,0.9992684,0.9992185,0.9989251,0.99820125
ihw,0.9994576,0.9989588,0.9993083,0.9992466,0.99893093,0.9993246,0.9993963,0.99778074,0.9995502,0.9989588,0.99886394,0.9981878,0.9993722,0.9993904,0.99882853,0.99896073,0.9990834,0.9993795,0.99946284,0.9992268
ihx,0.9993707,0.9985771,0.9992399,0.99929523,0.9993391,0.9991264,0.9992776,0.99867004,0.9995237,0.99886847,0.9994239,0.9991622,0.99944735,0.999099,0.9993682,0.9981035,0.9992274,0.99921036,0.9991972,0.9992837
iia,0.9990151,0.99879634,0.998944,0.9990822,0.9990828,0.9989026,0.99899673,0.9992272,0.9989868,0.99890554,0.99894,0.998668,0.9992586,0.99927014,0.99909025,0.99915195,0.99911,0.9987356,0.99891925,0.9991511
iic,0.99846935,0.99915445,0.99906313,0.99909484,0.99938,0.99942964,0.999081,0.9989429,0.99865305,0.998912,0.99904174,0.99910295,0.99941343,0.9991213,0.9994149,0.9990582,0.99907607,0.99930185,0.9991101,0.9992567
iid,0.9990511,0.9993051,0.9993142,0.9985131,0.99912465,0.9995575,0.9993137,0.9989814,0.9989798,0.9991248,0.99926096,0.99878895,0.9994489,0.9989903,0.9993343,0.99882424,0.9991783,0.9993789,0.9993578,0.9990858
iig,0.9989867,0.9992538,0.9992398,0.99929416,0.9994763,0.9992342,0.99901974,0.99915445,0.9987,0.99921095,0.9991453,0.9991029,0.9990318,0.99901485,0.99923575,0.9991844,0.9991317,0.99851996,0.99914724,0.99910176
iij,0.9983916,0.9982996,0.99842876,0.9980113,0.99854815,0.99819064,0.99795765,0.99850476,0.9983971,0.9983147,0.9982497,0.99846935,0.99823666,0.9979844,0.9981828,0.9981644,0.99801636,0.99787605,0.9981897,0.99823487
iit,0.9996146,0.99924195,0.9992779,0.9993944,0.99936736,0.99912405,0.9992592,0.9991313,0.99943733,0.99901724,0.9994357,0.99947983,0.9994636,0.99947685,0.9988763,0.9989494,0.9992129,0.9991786,0.99922895,0.99946964
iiw,0.9995943,0.99926066,0.99959826,0.9988704,0.998938,0.9994295,0.9993156,0.99957645,0.99952483,0.99927217,0.9994584,0.99916697,0.9995374,0.9993014,0.9994422,0.9993839,0.99933225,0.9990959,0.9995654,0.99916685
ijy,0.999413,0.99895287,0.9989413,0.9992098,0.9992482,0.998974,0.9990227,0.9991656,0.9992187,0.999266,0.9994013,0.9993375,0.99937844,0.9993413,0.9989235,0.999215,0.99949944,0.9985054,0.9994151,0.99924684
iks,0.99941474,0.99924994,0.999018,0.99930423,0.99894917,0.9989377,0.999321,0.99933267,0.99893737,0.999272,0.9992347,0.99946773,0.99930865,0.9992806,0.998952,0.99925816,0.9993108,0.9992746,0.99915206,0.99911827
ilf,0.99927443,0.9992713,0.99937254,0.9994055,0.9990655,0.9989204,0.99946475,0.9990488,0.9993445,0.9985083,0.9993814,0.99922204,0.9992087,0.99916756,0.99933064,0.9992111,0.9987998,0.9991288,0.9990027,0.99912226
ili,0.99897385,0.99946827,0.9994359,0.9994959,0.99895173,0.99899936,0.999358,0.99940753,0.9993839,0.99936116,0.99888057,0.9994556,0.9992375,0.9994588,0.9963292,0.99932724,0.99935067,0.999609,0.9995115,0.9992209
ilw,0.99935323,0.9993036,0.9993849,0.9993119,0.99956083,0.9995014,0.9995997,0.9994929,0.9996704,0.9995469,0.99941957,0.9988339,0.99896115,0.99952465,0.9995494,0.9992145,0.9994844,0.9987887,0.99931586,0.9995841
ime,0.99906325,0.99911916,0.99926996,0.999195,0.9989816,0.9988266,0.998616,0.99906415,0.9990618,0.99830294,0.9987274,0.9991547,0.99927384,0.99908715,0.9993266,0.99921703,0.9990154,0.99903965,0.9987943,0.99935925
imr,0.9989762,0.9992673,0.99942344,0.99943554,0.9993645,0.99942744,0.99955606,0.9991224,0.9994598,0.99887085,0.99930954,0.9994735,0.9994344,0.9990587,0.99938977,0.99942696,0.9995203,0.9993046,0.999387,0.99929494
imw,0.99845135,0.99910283,0.9990933,0.99922895,0.9989898,0.9990634,0.9989728,0.9990799,0.99898666,0.99909973,0.99922144,0.99922216,0.99918497,0.99896115,0.99942684,0.99888265,0.9988533,0.9992401,0.9990805,0.9991669
ine,0.99944,0.9991532,0.9993078,0.9993858,0.9990533,0.99930835,0.9992809,0.9994414,0.99945694,0.99936134,0.9992672,0.9993756,0.998575,0.9991976,0.9993346,0.99934363,0.998715,0.99910975,0.99932414,0.9993069
ing,0.9990277,0.9990283,0.9988258,0.9988377,0.99911714,0.9982323,0.99936855,0.99919736,0.99930966,0.99922305,0.99926984,0.9993235,0.99920464,0.99923444,0.99910086,0.9984013,0.9987049,0.9991605,0.998868,0.9989144
inm,0.998901,0.9993272,0.9995665,0.9991002,0.9994136,0.9989888,0.99908364,0.99840736,0.9995614,0.9991966,0.99910307,0.9991935,0.99942374,0.99878055,0.99930274,0.9987563,0.99935466,0.9993424,0.9994425,0.9990421
iom,0.9989536,0.99931306,0.99886215,0.9993329,0.9993068,0.9992813,0.9995108,0.99897265,0.9993919,0.99939966,0.9994017,0.99940795,0.9994998,0.9991374,0.9994889,0.99923,0.9995672,0.998262,0.99819887,0.9994925
ios,0.99907976,0.9990933,0.9985174,0.9993863,0.99953306,0.99905384,0.99931896,0.99913216,0.9992362,0.9987042,0.9991721,0.9989762,0.9995333,0.99930596,0.99954516,0.9994802,0.9994328,0.9993763,0.99894804,0.99943125
ipk,0.99930924,0.9992298,0.99934596,0.998897,0.99918604,0.99901927,0.99903566,0.9992517,0.99925655,0.9990344,0.9980218,0.99911183,0.99896157,0.9989463,0.99907386,0.99870604,0.99871224,0.99900854,0.9991607,0.9990599
ips,0.99905205,0.9992993,0.9994302,0.9994317,0.99932396,0.99922645,0.9993277,0.99924517,0.99906415,0.9994603,0.99864495,0.99934995,0.9991791,0.99912673,0.9996267,0.9992864,0.9992626,0.9994865,0.99930406,0.99947333
ipw,0.99908906,0.9991497,0.99908745,0.997474,0.99880177,0.9981941,0.9983525,0.9983678,0.99881876,0.9991626,0.99900216,0.9993339,0.998536,0.9986214,0.999043,0.9989402,0.998557,0.99875647,0.99880594,0.99856794
iqa,0.99830973,0.9991602,0.9989197,0.99914396,0.9990845,0.99915004,0.99889714,0.9991595,0.9993957,0.99932015,0.9990421,0.9993299,0.9990326,0.9994011,0.99927086,0.9991423,0.9993637,0.99864346,0.9991928,0.9992345
iqf,0.99939775,0.9988992,0.99925774,0.9990765,0.9991864,0.9992933,0.9992246,0.9989875,0.9993727,0.9991938,0.9994049,0.999192,0.9994251,0.99917465,0.99891126,0.9993242,0.9988588,0.9996175,0.999247,0.99879664
iqr,0.99929523,0.9989214,0.9990593,0.9987216,0.99862933,0.99951875,0.9993624,0.99900883,0.9991524,0.9991227,0.99892104,0.99889845,0.99872625,0.99913204,0.99912184,0.9989834,0.9991387,0.99918485,0.99896246,0.99890566
