left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
gxq,0.12458441,0.13951139,0.12880614,0.20389856,0.113466635,0.123414725,0.09537533,0.9991447,0.12900211,0.25448298,0.26975873,0.93046236,0.12244626,0.9970583,0.16636294,0.08419993,0.18007703,0.076858655,0.1968472,0.9986461
gxt,0.15173692,0.107042395,0.07623227,0.28867364,0.087153256,0.9992688,0.11508201,0.247509,0.30136526,0.9954186,0.9774264,0.19181061,0.99906576,0.5766217,0.11588165,0.99957657,0.21724269,0.8040006,0.14443076,0.10087968
gyh,0.59354925,0.5360669,0.2942192,0.18450648,0.20110461,0.499179,0.27290714,0.3937411,0.5389696,0.2732676,0.29671603,0.13902563,0.3811614,0.5343993,0.24470752,0.45599294,0.4410389,0.51499283,0.5295619,0.31177187
gyu,0.14330083,0.3817753,0.1582171,0.1904034,0.22386426,0.17649588,0.24030939,0.19723752,0.17223576,0.15883572,0.05470056,0.22658432,0.30881768,0.08172418,0.15731081,0.15867746,0.18030594,0.55798995,0.99479234,0.15734558
gyz,0.28168616,0.45447946,0.4773503,0.14780045,0.7631848,0.16702285,0.33284554,0.61655843,0.14793494,0.28749558,0.94249463,0.37573522,0.44716585,0.35442132,0.4653759,0.34525743,0.23751655,0.16512442,0.14863075,0.12905855
gzj,0.42189413,0.5701492,0.8040333,0.6280671,0.21321245,0.6468514,0.069241256,0.10848568,0.4590321,0.21687263,0.07874997,0.69739884,0.45471668,0.62985826,0.6103995,0.12796485,0.36186862,0.38399237,0.1764087,0.15638366
gzk,0.6648413,0.21281844,0.09521718,0.047703125,0.07998074,0.2455308,0.31296393,0.25052956,0.2512749,0.44193015,0.07168949,0.117199525,0.19744089,0.18388435,0.19782156,0.090456024,0.62552845,0.80253184,0.1441212,0.17358975
gzl,0.40063667,0.5482319,0.41840145,0.53812146,0.4047054,0.5895482,0.5582223,0.21227896,0.49782902,0.5702249,0.40605503,0.29372263,0.439232,0.44410232,0.5950403,0.4636243,0.54133046,0.30125213,0.59530187,0.67392856
gzy,0.13825439,0.3753884,0.9979494,0.03698353,0.10568562,0.9984977,0.10573779,0.17998025,0.10783513,0.25181437,0.22797248,0.13035887,0.19582014,0.07424028,0.08430348,0.9347075,0.9526776,0.9772028,0.19475418,0.39045793
haa,0.09584268,0.9199314,0.2127615,0.64019156,0.054959923,0.21835032,0.19150025,0.75834197,0.84178656,0.19447641,0.9264296,0.20261872,0.24255925,0.9048071,0.2362978,0.036360368,0.96092486,0.88020104,0.121925965,0.22200228
hab,0.20588762,0.89586914,0.44314545,0.1913709,0.18702996,0.12208729,0.18384601,0.59713423,0.22807859,0.22901548,0.1832557,0.35963196,0.56701374,0.510849,0.54781055,0.7378563,0.18324731,0.45320517,0.40599543,0.42119333
hap,0.37359574,0.39264518,0.40593415,0.32939488,0.8112701,0.4327912,0.2433983,0.21977511,0.8243161,0.31725103,0.7888964,0.27365834,0.30660853,0.2582618,0.37588632,0.33442283,0.42531505,0.30538762,0.4917042,0.7904581
has,0.33179697,0.74847883,0.21368718,0.5570605,0.36588606,0.815807,0.75117207,0.058987785,0.938157,0.74452627,0.2956546,0.8328148,0.15206897,0.20749125,0.7953666,0.20321259,0.15089881,0.109260246,0.6324464,0.8535274
hay,0.25732383,0.4835437,0.30286783,0.46879545,0.1741265,0.80736816,0.6017163,0.07451831,0.22746629,0.35789192,0.29113108,0.49368662,0.22938114,0.170584,0.8685109,0.6960938,0.082779676,0.31327003,0.5317377,0.4959094
haz,0.25815588,0.037520483,0.19125539,0.4493569,0.93918693,0.0733681,0.51839197,0.29747015,0.8213452,0.36849254,0.06897244,0.19064106,0.22731046,0.057118736,0.32314014,0.36307654,0.11311997,0.04881639,0.95140433,0.1748496
hbk,0.47640345,0.54595613,0.67634714,0.76908004,0.16555548,0.600863,0.3784555,0.56286037,0.5116054,0.090108484,0.101237,0.17523335,0.15514933,0.16205248,0.792198,0.8085025,0.5029602,0.13270247,0.83597684,0.14018445
hbp,0.14233121,0.9912075,0.13943309,0.09955923,0.143455,0.28614944,0.9021017,0.9999748,0.3758319,0.11260256,0.13122189,0.99821925,0.44857526,0.23574927,0.2637429,0.1327306,0.14256883,0.103137754,0.289288,0.08785607
hcf,0.18998036,0.08540496,0.24143986,0.10350854,0.12575576,0.104150504,0.90515614,0.99930847,0.9907486,0.10977251,0.09512587,0.2658003,0.25431997,0.99342984,0.13725285,0.09287643,0.23991114,0.99912554,0.064186566,0.11275454
hcn,0.5597155,0.4252033,0.6854876,0.17029491,0.7561456,0.72543323,0.7953112,0.44915035,0.16393885,0.88880086,0.45343113,0.5934938,0.4902645,0.1562374,0.8847389,0.75011086,0.7397671,0.5096883,0.6718868,0.15700118
hdj,0.17349912,0.9074129,0.40652555,0.8961874,0.5935701,0.3676558,0.17082143,0.33499616,0.5143839,0.18189757,0.046638288,0.88985264,0.82836795,0.7562505,0.8318112,0.9411305,0.4525789,0.41820407,0.49429,0.5899764
hem,0.9940131,0.9940041,0.16185373,0.13276562,0.99556845,0.26285958,0.14332575,0.9901201,0.20673934,0.5071347,0.19386232,0.99753284,0.13760264,0.22733587,0.13264465,0.44623214,0.20164528,0.1946586,0.1812206,0.24380636
heo,0.5112196,0.61138254,0.16322175,0.5446643,0.6435437,0.19242522,0.20189306,0.34490624,0.4587562,0.16003132,0.50860983,0.14372322,0.6434998,0.17788851,0.57476044,0.13744576,0.78663856,0.16918379,0.88390416,0.13882017
het,0.09224613,0.18408005,0.17485285,0.13380602,0.14301263,0.1676075,0.1945281,0.9796345,0.99526274,0.6697306,0.12500693,0.057981163,0.16623157,0.26239717,0.18534671,0.17587242,0.16049987,0.16810879,0.2207425,0.04790924
hez,0.54340065,0.3588423,0.9299568,0.7874044,0.059735574,0.48105833,0.57905984,0.07572085,0.5592049,0.6092943,0.08552932,0.14886057,0.06501074,0.43722042,0.30467722,0.6392134,0.60426575,0.07449671,0.31169385,0.8020551
hfc,0.46322286,0.5087273,0.17321771,0.1259771,0.41859314,0.29569858,0.08361054,0.2487174,0.36014184,0.31602603,0.061834708,0.40980014,0.11065836,0.49648973,0.37743205,0.1363732,0.7745985,0.8257482,0.41935176,0.814379
hfm,0.14588223,0.26571417,0.11839941,0.58351636,0.3089828,0.43979594,0.74270433,0.502689,0.30470687,0.20159364,0.85005385,0.4448965,0.5288233,0.1379211,0.63488626,0.21877807,0.24889678,0.29648826,0.15418142,0.15371013
hfx,0.23130733,0.10562405,0.122880965,0.14510998,0.44578528,0.8919523,0.3265519,0.5140138,0.15089944,0.20979184,0.9014231,0.14652318,0.08387528,0.11648897,0.2624683,0.8832482,0.6428098,0.8737886,0.21604331,0.19938251
hgd,0.3822803,0.48576102,0.64778686,0.45289478,0.88041604,0.46750388,0.2316455,0.33832693,0.90905225,0.19409968,0.19755429,0.920011,0.26062492,0.19274303,0.37166965,0.15657125,0.73229146,0.87959677,0.22681247,0.48827276
hgi,0.20904143,0.5528742,0.51961124,0.16518953,0.7120384,0.27269801,0.51329726,0.6866393,0.44085932,0.75833815,0.91795075,0.853355,0.45565504,0.19331394,0.6980728,0.30601084,0.16185266,0.9051261,0.34624097,0.07925212
hgp,0.446059,0.1404085,0.41851404,0.6388438,0.49996513,0.44585124,0.42508554,0.16043442,0.78027153,0.4436328,0.48788577,0.5871877,0.67266124,0.53795314,0.46767932,0.16234836,0.5995892,0.15865377,0.57704294,0.3808447
hgw,0.37595382,0.70470434,0.954725,0.8415329,0.40519124,0.347179,0.42442206,0.6251397,0.10297674,0.7865878,0.06956123,0.27862093,0.5061658,0.17535198,0.30447954,0.32474428,0.19749865,0.56258786,0.2410208,0.46302927
hgx,0.8868781,0.5715325,0.45547017,0.113491826,0.31265068,0.26182413,0.35563552,0.16135952,0.54754883,0.3906737,0.23876604,0.33896667,0.12623358,0.08950405,0.5484952,0.5189966,0.09781158,0.08023953,0.31664932,0.2834732
hhj,0.9106662,0.91781634,0.03481202,0.94830316,0.11911863,0.24076426,0.58040047,0.5794047,0.6228191,0.55475247,0.7391001,0.21044663,0.50010896,0.04380302,0.41678378,0.21598986,0.114808165,0.27601644,0.4051556,0.04091852
hhn,0.30563945,0.14456984,0.37082583,0.17698064,0.24365653,0.6583837,0.7799122,0.32692963,0.28894186,0.17504665,0.75402546,0.30350363,0.116125494,0.81234914,0.15207931,0.10646069,0.32436898,0.62347233,0.1779491,0.20413539
hia,0.21839932,0.53545976,0.22920415,0.8370703,0.22320893,0.8199394,0.65202117,0.7437351,0.27011678,0.54066825,0.20003799,0.7981103,0.5486001,0.90362954,0.24540618,0.84141433,0.7157204,0.6982868,0.35014987,0.18145059
hih,0.6555912,0.14014457,0.10715337,0.62680537,0.11143355,0.15575793,0.33535624,0.20501603,0.2587881,0.56911564,0.48762324,0.72050357,0.6661973,0.20093474,0.8100803,0.20233838,0.5066695,0.23909324,0.21952452,0.14001398
hik,0.35762903,0.2651762,0.6079138,0.7406953,0.36412847,0.33842796,0.9545396,0.805153,0.08302899,0.29733413,0.17238024,0.060382586,0.45801628,0.86217046,0.53545773,0.24380843,0.34679323,0.4442191,0.3246804,0.31082487
hip,0.85051256,0.3352883,0.21910664,0.8108592,0.38522545,0.82644296,0.3060969,0.69985807,0.8407525,0.14568615,0.13266675,0.31918627,0.21393076,0.7934817,0.13785106,0.48030964,0.29190427,0.25221384,0.089468926,0.14647675
hir,0.23427027,0.08175483,0.07525001,0.07345824,0.24682245,0.6499014,0.20206726,0.17129232,0.3140471,0.5368592,0.077180564,0.7591269,0.7116548,0.78303874,0.3044632,0.84197867,0.1431038,0.60508347,0.67147017,0.20143053
hji,0.35983694,0.9299873,0.22424613,0.20267555,0.11513299,0.09023474,0.19035162,0.15546724,0.17631347,0.7940834,0.43706033,0.33282894,0.6397573,0.8758307,0.65912086,0.08632307,0.81173074,0.13891259,0.979504,0.7929313
hjt,0.26626316,0.17547825,0.42330617,0.94187343,0.110719696,0.84637165,0.61300784,0.73070276,0.20921518,0.45908937,0.72403634,0.53463215,0.05517547,0.21159379,0.14045323,0.11254239,0.9110231,0.23827934,0.68346363,0.07325582
hkf,0.33913577,0.36013055,0.8127698,0.37431654,0.27143732,0.16183001,0.3514626,0.08240807,0.500868,0.07849255,0.30031615,0.08280376,0.077999525,0.3072673,0.6081886,0.66613233,0.18146214,0.25572872,0.3165067,0.47679853
hkm,0.9974279,0.99822474,0.17727901,0.99542344,0.17551728,0.20287488,0.1641058,0.19641802,0.12698998,0.15201728,0.99409,0.16277936,0.28427488,0.17285977,0.28503212,0.99752843,0.18665855,0.9982175,0.99742305,0.08731243
hkv,0.057646647,0.06843005,0.3989805,0.49597204,0.17972177,0.3243023,0.35914475,0.34417793,0.7222598,0.61204886,0.064691916,0.24284971,0.3865404,0.7050252,0.122674376,0.33569592,0.46264327,0.37664658,0.43174982,0.22406664
hle,0.7656131,0.14907809,0.6556151,0.31094444,0.36477017,0.33601683,0.12338479,0.053234775,0.42572683,0.11281282,0.2368806,0.91767466,0.3705073,0.10889,0.49119812,0.12334196,0.17890489,0.93944055,0.19487973,0.0831182
hlf,0.63773334,0.46857834,0.5250414,0.7546544,0.7667338,0.8497888,0.89079714,0.11269203,0.51175654,0.8360747,0.41780493,0.08853592,0.53059846,0.7012771,0.5097127,0.6755687,0.5332066,0.40172553,0.6701303,0.5538663
hmb,0.6819465,0.6560635,0.19316491,0.60936654,0.48744112,0.2750014,0.27040595,0.39249304,0.1892989,0.34230134,0.2583575,0.5846993,0.45196483,0.3099807,0.7943871,0.3619067,0.55351424,0.72879285,0.30023605,0.36612022
hna,0.27508992,0.14624967,0.1217802,0.11377836,0.2233989,0.10693954,0.34221694,0.16764797,0.6745096,0.33298004,0.11655683,0.8407046,0.27527878,0.17715429,0.73891103,0.6104309,0.4841829,0.70380783,0.23720387,0.0851211
hnf,0.9410401,0.34926307,0.96378994,0.16549164,0.8989487,0.58446974,0.9762826,0.15623555,0.07814652,0.13220266,0.9296971,0.48059195,0.31015918,0.84797364,0.027231764,0.5900357,0.22647408,0.9147004,0.09140768,0.13093507
hny,0.9937554,0.8029285,0.14434145,0.21886253,0.18724062,0.99356365,0.06430334,0.9845493,0.32292843,0.16823143,0.1651483,0.99617404,0.9907627,0.14476232,0.12353289,0.071870424,0.4979356,0.1744591,0.11408305,0.09814584
hoe,0.04700886,0.7959428,0.5753947,0.15664357,0.74734855,0.55834806,0.57380337,0.070207775,0.32134646,0.09547998,0.7309673,0.83252674,0.09191633,0.29985982,0.67120445,0.7406539,0.46335608,0.20497121,0.528051,0.08178525
hoh,0.1585842,0.15186696,0.29205102,0.8647921,0.2855069,0.67453295,0.18396267,0.26509205,0.4926843,0.113721445,0.9403738,0.82267857,0.3526135,0.9275471,0.40670758,0.86395556,0.4016759,0.32136297,0.8701168,0.16271392
hok,0.17294621,0.7708907,0.26714218,0.4973161,0.7446835,0.529322,0.51088166,0.5527457,0.13286252,0.18094355,0.20063923,0.38008326,0.35329768,0.34492278,0.1692633,0.21480763,0.89517283,0.30558914,0.33340496,0.5252079
hpu,0.46765038,0.74836874,0.19344303,0.16355799,0.453422,0.17954871,0.5154216,0.5626621,0.8056158,0.44831514,0.6620302,0.5768842,0.71520305,0.5490171,0.24035211,0.709118,0.5875468,0.7920542,0.3862642,0.18641235
hpz,0.69433224,0.6687538,0.43077862,0.48804924,0.86172795,0.10689001,0.39112166,0.54847836,0.5728551,0.28402492,0.71361315,0.430071,0.6682594,0.39734605,0.74029446,0.670476,0.38954094,0.30800915,0.4367472,0.6918081
hqc,0.6368562,0.21756914,0.5455437,0.7223576,0.27065036,0.63329566,0.24635991,0.83880055,0.12925701,0.21505034,0.15550983,0.23017094,0.32127416,0.13595225,0.22021855,0.7106762,0.31162655,0.21066752,0.41110414,0.20993766
hql,0.2598804,0.9503161,0.13832699,0.54763913,0.321815,0.9124166,0.039962716,0.40959904,0.14222264,0.67345554,0.9357988,0.7548532,0.96230245,0.7147019,0.1159483,0.2688911,0.13386068,0.73129046,0.5440512,0.44142228
hqm,0.16458419,0.22924288,0.12233896,0.590531,0.37018508,0.3559588,0.27911204,0.19120914,0.7968825,0.58610153,0.38703895,0.7710764,0.21993938,0.6081582,0.9382504,0.2863383,0.15586865,0.7951673,0.5093824,0.8310227
hqp,0.600075,0.21831885,0.80672914,0.26269597,0.69847906,0.85338354,0.7817209,0.78656685,0.3973075,0.8136747,0.8511902,0.5495665,0.67002267,0.25747776,0.891027,0.25302824,0.60816276,0.42214432,0.9261694,0.19881555
hqv,0.068289086,0.05859431,0.1359889,0.22427475,0.5392698,0.2448932,0.08961223,0.6738473,0.4020186,0.14643064,0.27434528,0.8954989,0.74248594,0.057276793,0.74205273,0.45864424,0.53823364,0.06151423,0.77128196,0.13950533
hrf,0.7433379,0.649515,0.6953814,0.6453601,0.5726704,0.62038106,0.7666439,0.6240716,0.6127217,0.61500776,0.12952621,0.30554292,0.5569755,0.22691089,0.4679287,0.508986,0.5509733,0.6311442,0.3465496,0.61882675
hrv,0.19440725,0.6732657,0.14775085,0.9137793,0.19789574,0.4497183,0.15751235,0.47847006,0.45048174,0.35989702,0.38477978,0.76426136,0.30438763,0.34802544,0.13393427,0.9185811,0.7474792,0.7012573,0.56974685,0.37254566
hsb,0.9898878,0.1415388,0.20605733,0.16195895,0.9948988,0.19048718,0.3046807,0.15889502,0.9759577,0.23520494,0.4336584,0.20018785,0.182937,0.39778197,0.28441876,0.121653914,0.20417187,0.162381,0.21794358,0.15078932
hst,0.3772012,0.08047357,0.18524405,0.13154286,0.11147048,0.9958672,0.29978788,0.18259537,0.12881279,0.39260134,0.07013663,0.1463844,0.23087135,0.9986954,0.99449205,0.17810363,0.07393229,0.14415848,0.17255487,0.15300804
htc,0.58971286,0.44579336,0.8046129,0.6932269,0.7103776,0.5054419,0.109314285,0.14764062,0.11886898,0.9502027,0.66027236,0.2406076,0.87150407,0.81200814,0.6375968,0.08996733,0.60340714,0.14011665,0.4401878,0.0998434
htf,0.12648407,0.1114989,0.7184186,0.35194325,0.9394003,0.1658661,0.28380537,0.6420207,0.52458155,0.25467205,0.35695973,0.12363305,0.34844288,0.2156375,0.49676692,0.146429,0.4811759,0.10959378,0.3431943,0.48536158
huf,0.6238868,0.991412,0.11693427,0.49279836,0.11126102,0.086577594,0.16792157,0.12705377,0.23429793,0.1740415,0.112945855,0.08918475,0.12949781,0.15738472,0.13247289,0.12157956,0.1506426,0.1905269,0.9914558,0.112342276
hul,0.16878003,0.12787881,0.71816933,0.8184066,0.11696331,0.2673709,0.66149664,0.8466466,0.80275166,0.041125387,0.15527362,0.42263067,0.8471989,0.2741555,0.5100995,0.16075341,0.191587,0.2219861,0.5218278,0.12262316
hvd,0.09805346,0.14007674,0.9838698,0.2523584,0.11575938,0.4350097,0.20925409,0.12960732,0.99183506,0.26817578,0.2087753,0.5348482,0.14119397,0.3293454,0.2350342,0.9922799,0.108566806,0.9804333,0.99560887,0.36938524
hwh,0.48607683,0.76962596,0.20677395,0.8074576,0.24116854,0.66605276,0.6954933,0.7406318,0.2503988,0.4404467,0.6025547,0.6784607,0.91413033,0.49932453,0.65664667,0.42965883,0.53420913,0.59371704,0.80939996,0.7423187
hwt,0.19628546,0.698229,0.15220532,0.17643723,0.3015759,0.2934106,0.68866086,0.7519487,0.24214981,0.19466734,0.36992022,0.45708188,0.13485883,0.614631,0.3314362,0.7255027,0.62118644,0.38573217,0.56207,0.20176917
hwz,0.122999966,0.9934447,0.20984769,0.9649669,0.14554513,0.16742608,0.36902007,0.095758006,0.9760884,0.9610336,0.24193986,0.15930197,0.972751,0.15136138,0.99656105,0.07351394,0.18320563,0.44758147,0.9978343,0.99178576
hxd,0.15625027,0.1290296,0.059548732,0.119204715,0.108832605,0.13367559,0.06281624,0.9950602,0.16412877,0.086129226,0.22542441,0.9972965,0.14831704,0.9922652,0.07118634,0.16134362,0.1721982,0.10853973,0.09399316,0.992253
hxh,0.112956926,0.8243043,0.46620584,0.4488896,0.17786466,0.22935706,0.7092356,0.813437,0.80108994,0.1798658,0.2033807,0.963289,0.51515687,0.20042081,0.8646524,0.40431017,0.7064363,0.6383969,0.67499363,0.18183188
hyc,0.18265802,0.061119653,0.23174736,0.2002736,0.24552768,0.9691931,0.36553335,0.19829978,0.69818115,0.119227335,0.43740088,0.946538,0.22449456,0.2725468,0.6611648,0.18228751,0.8034018,0.8154973,0.35379705,0.50982213
hyi,0.772648,0.43599495,0.5160407,0.3487354,0.36019626,0.553144,0.8029781,0.7271796,0.6445849,0.66621625,0.65542835,0.6496748,0.70147496,0.6546736,0.618567,0.21045099,0.22881588,0.2746377,0.14771105,0.39779553
hzm,0.85341746,0.5353478,0.27555478,0.1113141,0.4354443,0.07332457,0.12181607,0.5922811,0.6647091,0.14133245,0.59158087,0.51428396,0.77008635,0.12596428,0.078357875,0.10824646,0.89106387,0.105071805,0.7095064,0.27814546
hzp,0.6207106,0.328169,0.23509932,0.12113563,0.8263531,0.45816305,0.13982818,0.6147667,0.4749899,0.36428452,0.2934974,0.15074731,0.53313434,0.114507824,0.7879541,0.06768831,0.9040693,0.37546247,0.17108887,0.11705322
iac,0.19440703,0.96871984,0.26613337,0.11901092,0.33355093,0.45305002,0.204158,0.51316893,0.46145147,0.09118107,0.94083273,0.3123433,0.974512,0.11070805,0.9010265,0.028960496,0.20378777,0.22524557,0.3721485,0.7266007
iad,0.4790299,0.12565239,0.53065485,0.3011788,0.26396048,0.67478293,0.80635,0.36871618,0.5830287,0.37165183,0.6239991,0.52115077,0.59075284,0.3174044,0.10903229,0.846123,0.44541585,0.14418608,0.38521785,0.83474225
iaq,0.18218865,0.91728854,0.16713196,0.13687961,0.17362723,0.20043474,0.89887786,0.7756157,0.13797726,0.97535765,0.9198357,0.20065522,0.53793406,0.79132265,0.6232774,0.15517731,0.4686964,0.18550557,0.18468812,0.27483732
iav,0.58431613,0.31969196,0.09116327,0.3896672,0.4733303,0.89334357,0.29927427,0.06912881,0.09946822,0.14135994,0.566883,0.6766037,0.09307611,0.7131501,0.34744227,0.071867205,0.071442254,0.09612381,0.106675416,0.17051362
ibf,0.48755616,0.534157,0.11720809,0.18480007,0.83371353,0.39770678,0.07812181,0.3428225,0.0790515,0.5046513,0.32506025,0.31134003,0.66547024,0.5844743,0.31023827,0.31139994,0.29199576,0.6989492,0.09766434,0.32204288
ibk,0.55808896,0.59917283,0.09850775,0.09564504,0.095212966,0.08901557,0.14454502,0.08855012,0.5584399,0.45113966,0.7843087,0.110900275,0.28294426,0.37691134,0.7733301,0.3978844,0.10641735,0.6784115,0.7593464,0.23869649
ibp,0.43889737,0.23789322,0.18313625,0.31369853,0.39419731,0.70780104,0.63035506,0.4217827,0.26646847,0.32751238,0.45068693,0.81512034,0.2463991,0.3263604,0.21648023,0.23003054,0.23488255,0.22371241,0.38360512,0.4595593
icd,0.55195767,0.4190843,0.6129088,0.46343008,0.6281837,0.45544863,0.66235805,0.7810186,0.4771995,0.50029707,0.47667366,0.5490359,0.412716,0.4596728,0.6213144,0.6686872,0.6396942,0.69886565,0.552745,0.54915076
icg,0.1316906,0.14891547,0.12204121,0.9977058,0.5213088,0.3998786,0.3939324,0.49817443,0.120308146,0.11204623,0.07198603,0.48971263,0.1763274,0.37060025,0.99764603,0.31739855,0.16666935,0.37087634,0.9994285,0.035715695
ics,0.40737158,0.8448805,0.4160377,0.20428336,0.43311247,0.62916446,0.19918753,0.56737685,0.47259322,0.8527087,0.72069037,0.14157584,0.6789409,0.89482975,0.59599596,0.13059393,0.14006159,0.29752517,0.6340382,0.61307484
icy,0.52730536,0.41689232,0.669088,0.2304783,0.391828,0.49814683,0.79433477,0.47739685,0.42933893,0.45587337,0.3083948,0.29184324,0.13991456,0.29626608,0.13048126,0.5770382,0.27846912,0.595882,0.12604429,0.38692683
idg,0.05053515,0.4453163,0.51269686,0.7922971,0.1245787,0.5338348,0.58442444,0.67672986,0.0318362,0.037841372,0.039024442,0.06370671,0.27920532,0.040961403,0.1284543,0.08990491,0.37899265,0.29038423,0.20198987,0.13955694
ids,0.49783197,0.4479393,0.10018012,0.91200036,0.2681246,0.56011426,0.5361508,0.4897328,0.32181793,0.523499,0.23604964,0.5312766,0.316178,0.46063524,0.15535927,0.10787435,0.5287597,0.55341315,0.12903912,0.21034949
idx,0.858372,0.42878386,0.52653533,0.42299506,0.3455912,0.54470086,0.42380536,0.6468279,0.41221836,0.42831868,0.50526875,0.0917575,0.38097477,0.28252685,0.6504772,0.8181455,0.14856485,0.6681832,0.6177913,0.61793506
ieg,0.26996595,0.66549855,0.26590687,0.7576091,0.6649735,0.12735087,0.32069945,0.9104103,0.13624752,0.31449968,0.7285567,0.23691957,0.40063667,0.23632596,0.35350215,0.13452666,0.22516003,0.4614016,0.4392469,0.73869985
iep,0.1681082,0.5969439,0.1871101,0.22371481,0.17332557,0.99895006,0.13663143,0.99710405,0.99715024,0.74437654,0.97774684,0.19057038,0.110150576,0.15561575,0.99805987,0.99608094,0.3040544,0.28760716,0.15598118,0.1913425
iez,0.70025116,0.11118144,0.642202,0.13272797,0.2806911,0.14546749,0.2732712,0.10924792,0.27558112,0.5920464,0.046704724,0.6088815,0.17645803,0.8840776,0.9867356,0.53857005,0.12885924,0.335671,0.087243974,0.8387735
ifb,0.0692303,0.100307554,0.15571539,0.8694998,0.6617962,0.26333186,0.86481464,0.73984516,0.14170122,0.9390854,0.22926697,0.41006327,0.43658423,0.20614904,0.13356951,0.85959744,0.08924745,0.50322235,0.20098013,0.22406551
ifj,0.5674705,0.8103052,0.5413408,0.28278658,0.47185197,0.3115114,0.26380965,0.3696453,0.5816333,0.2964669,0.23486961,0.09636386,0.32682127,0.2560317,0.22664285,0.3626107,0.39991406,0.17397681,0.2020798,0.6099472
ifr,0.9986216,0.23727426,0.07202107,0.99941003,0.3901283,0.1675452,0.99540657,0.11735751,0.20274821,0.11333613,0.9985656,0.15120402,0.15570512,0.12774256,0.30936438,0.1249972,0.15457088,0.07449067,0.9998229,0.9926045
ifs,0.99450123,0.9978385,0.2115692,0.19493738,0.9990149,0.54262304,0.30125064,0.113911934,0.22405897,0.95596755,0.1394333,0.11502451,0.10581464,0.09401584,0.17624287,0.98963183,0.2413673,0.09902438,0.21980527,0.2760824
ifu,0.14649987,0.42269415,0.7019888,0.73674214,0.49806648,0.497798,0.37166682,0.58402103,0.19333103,0.451348,0.25593975,0.35730335,0.6834842,0.14360172,0.45931086,0.1361129,0.3185011,0.35656977,0.30875412,0.7926801
igk,0.46340066,0.38861057,0.1657867,0.29209557,0.16306156,0.21064663,0.41602048,0.45570487,0.19493192,0.14479327,0.5808546,0.17000362,0.4050166,0.1648051,0.36704487,0.42522988,0.15587234,0.3954692,0.28560692,0.4822157
igw,0.29837078,0.9956322,0.1673663,0.2509658,0.16971564,0.79741275,0.21966082,0.85037357,0.6540244,0.19975802,0.32916814,0.6127511,0.2517882,0.16746742,0.12444311,0.37572667,0.1558642,0.2642076,0.24878581,0.1575386
ihf,0.5407278,0.6004152,0.42172402,0.5017216,0.7724943,0.33771604,0.3420247,0.41088134,0.37384284,0.36354107,0.23575495,0.5843723,0.38800353,0.52707726,0.7158842,0.36152542,0.59941804,0.2050493,0.45422184,0.3537034
iho,0.11688604,0.5706667,0.38354936,0.16175821,0.36156663,0.674639,0.4130711,0.61768794,0.8347776,0.53619456,0.8861225,0.31794965,0.34697086,0.099155165,0.38227063,0.4419532,0.4264394,0.21348149,0.4422642,0.18237744
ihp,0.15680307,0.63906264,0.2616567,0.10927174,0.26871774,0.762702,0.11522194,0.8474156,0.4500604,0.07414278,0.9331789,0.75616455,0.13132879,0.78274846,0.7181315,0.6771354,0.40987265,0.9031377,0.44520938,0.59047663
ihs,0.9975672,0.2575944,0.26481026,0.10065119,0.14998406,0.3278678,0.13052568,0.2903881,0.098563224,0.9978146,0.12311631,0.99822813,0.118443854,0.2919767,0.9964251,0.1879789,0.15326914,0.14274794,0.16252834,0.20363009
ihw,0.98964345,0.20877399,0.15839988,0.9789871,0.2828699,0.23807502,0.24453375,0.2477919,0.9905684,0.18120085,0.16345987,0.32519907,0.16732612,0.99011207,0.27397975,0.98799914,0.17639841,0.1951144,0.17207146,0.98729587
ihx,0.5315397,0.2535626,0.10318673,0.40153152,0.6757274,0.5749167,0.8667552,0.24558863,0.21675529,0.5191568,0.32499114,0.6885178,0.87936926,0.56827015,0.33614305,0.65132093,0.7656834,0.4849692,0.46385098,0.27455595
iia,0.16359724,0.63468874,0.24471799,0.69908243,0.7714858,0.41838837,0.22157475,0.5062344,0.059269883,0.8620559,0.3295188,0.16806991,0.23318629,0.24488118,0.13079281,0.31763,0.25431293,0.24435557,0.13684854,0.26615176
iic,0.6257684,0.7892202,0.12838021,0.24820194,0.46898067,0.8759128,0.37812623,0.046377085,0.20371312,0.12980023,0.15006258,0.5668842,0.7509328,0.15371525,0.3764362,0.31411338,0.9070194,0.2880054,0.36792064,0.19868861
iid,0.19146875,0.68686724,0.26659244,0.12689075,0.15366207,0.6618434,0.5033443,0.6859137,0.106495,0.6062683,0.34280097,0.10888394,0.1771124,0.50878346,0.68684685,0.11729793,0.7292061,0.48899403,0.21091545,0.4416347
iig,0.4673525,0.422932,0.700328,0.54914653,0.3801942,0.36402845,0.9672168,0.28448808,0.6302861,0.51082915,0.3435831,0.30446875,0.24477983,0.935588,0.6686672,0.4630741,0.44168225,0.8216952,0.7910856,0.18649098
iij,0.83841395,0.44384032,0.4644848,0.3727786,0.812649,0.5982055,0.29333752,0.54523814,0.6995166,0.08036713,0.38707626,0.36264062,0.17445299,0.3846095,0.9322188,0.4177735,0.38471347,0.12156974,0.41952282,0.70627356
